"Ano","Semestre","Cód. Disciplina","Cód. Turma","Alunos","Professor","Cód. Curso","Curso","Porcentagem de Aprovado","Porcentagem de Dispensado","Porcentagem de Reprovado","Porcentagem de Tr.Parcial","Porcentagem de Não Concl.","Porcentagem de CancMatric","Porcentagem de Repr.Freq"
2021,"1. Semestre","D320200","18",7,"B888642512642","311","Curso de Engenharia Acústica",3,0,0,0,0,0,0
2021,"1. Semestre","D320200","18",7,"B292200218320","311","Curso de Engenharia Acústica",3,0,0,0,0,0,0
2021,"1. Semestre","D320200","18",1,"B200380461148","311","Curso de Engenharia Acústica",0,0,0,0,0,0,0
2021,"1. Semestre","D320200","18",1,"B320888200683","311","Curso de Engenharia Acústica",0,0,0,0,0,0,0
2021,"1. Semestre","D320200","18",1,"B512402380642","311","Curso de Engenharia Acústica",0,0,0,0,0,0,0
2021,"1. Semestre","D320200","18",1,"B888642512642","311","Curso de Engenharia Acústica",0,0,0,0,0,0,0
2021,"1. Semestre","D320200","18",1,"B292200218320","311","Curso de Engenharia Acústica",0,0,0,0,0,0,0
2021,"1. Semestre","D320200","18",1,"B461200642855","311","Curso de Engenharia Acústica",0,0,0,0,0,0,0
2021,"1. Semestre","D320200","18",1,"B200380461148","311","Curso de Engenharia Acústica",0,0,0,0,0,0,0
2021,"1. Semestre","D320200","18",1,"B320888200683","311","Curso de Engenharia Acústica",0,0,0,0,0,0,0
2021,"1. Semestre","D320200","18",1,"B512402380642","311","Curso de Engenharia Acústica",0,0,0,0,0,0,0
2021,"1. Semestre","D320200","18",1,"B888642512642","311","Curso de Engenharia Acústica",0,0,0,0,0,0,0
2021,"1. Semestre","D320200","18",1,"B292200218320","311","Curso de Engenharia Acústica",0,0,0,0,0,0,0
2021,"1. Semestre","D320200","18",1,"B461200642855","311","Curso de Engenharia Acústica",0,0,0,0,0,0,0
2021,"1. Semestre","D320200","18",28,"B200380461148","311","Curso de Engenharia Acústica",0,0,11,0,0,0,0
2021,"1. Semestre","D320200","18",28,"B320888200683","311","Curso de Engenharia Acústica",0,0,11,0,0,0,0
2021,"1. Semestre","D320200","18",28,"B512402380642","311","Curso de Engenharia Acústica",0,0,11,0,0,0,0
2021,"1. Semestre","D320200","18",28,"B888642512642","311","Curso de Engenharia Acústica",0,0,11,0,0,0,0
2021,"1. Semestre","D320200","18",28,"B292200218320","311","Curso de Engenharia Acústica",0,0,11,0,0,0,0
2021,"1. Semestre","D320200","18",28,"B461200642855","311","Curso de Engenharia Acústica",0,0,11,0,0,0,0
2021,"1. Semestre","D320200","18",4,"B200380461148","311","Curso de Engenharia Acústica",0,0,0,2,0,0,0
2021,"1. Semestre","D320200","18",4,"B320888200683","311","Curso de Engenharia Acústica",0,0,0,2,0,0,0
2021,"1. Semestre","D320200","18",4,"B512402380642","311","Curso de Engenharia Acústica",0,0,0,2,0,0,0
2021,"1. Semestre","D320200","18",4,"B888642512642","311","Curso de Engenharia Acústica",0,0,0,2,0,0,0
2021,"1. Semestre","D320200","18",4,"B292200218320","311","Curso de Engenharia Acústica",0,0,0,2,0,0,0
2021,"1. Semestre","D320200","18",4,"B461200642855","311","Curso de Engenharia Acústica",0,0,0,2,0,0,0
2021,"1. Semestre","D320200","19",14,"B461200642855","305","Engenharia Química",6,0,0,0,0,0,0
2021,"1. Semestre","D320200","19",14,"B200380461148","305","Engenharia Química",6,0,0,0,0,0,0
2021,"1. Semestre","D320200","19",14,"B320888200683","305","Engenharia Química",6,0,0,0,0,0,0
2021,"1. Semestre","D320200","19",14,"B512402380642","305","Engenharia Química",6,0,0,0,0,0,0
2021,"1. Semestre","D320200","19",14,"B888642512642","305","Engenharia Química",6,0,0,0,0,0,0
2021,"1. Semestre","D320200","19",14,"B292200218320","305","Engenharia Química",6,0,0,0,0,0,0
2021,"1. Semestre","D320200","19",1,"B200380461148","305","Engenharia Química",0,0,0,0,0,0,0
2021,"1. Semestre","D320200","19",1,"B320888200683","305","Engenharia Química",0,0,0,0,0,0,0
2021,"1. Semestre","D320200","19",1,"B512402380642","305","Engenharia Química",0,0,0,0,0,0,0
2021,"1. Semestre","D320200","19",1,"B888642512642","305","Engenharia Química",0,0,0,0,0,0,0
2021,"1. Semestre","D320200","19",1,"B292200218320","305","Engenharia Química",0,0,0,0,0,0,0
2021,"1. Semestre","D320200","19",1,"B461200642855","305","Engenharia Química",0,0,0,0,0,0,0
2021,"1. Semestre","D320200","19",21,"B200380461148","305","Engenharia Química",0,0,10,0,0,0,0
2021,"1. Semestre","D320200","19",21,"B320888200683","305","Engenharia Química",0,0,10,0,0,0,0
2021,"1. Semestre","D320200","19",21,"B512402380642","305","Engenharia Química",0,0,10,0,0,0,0
2021,"1. Semestre","D320200","19",21,"B888642512642","305","Engenharia Química",0,0,10,0,0,0,0
2021,"1. Semestre","D320200","19",21,"B292200218320","305","Engenharia Química",0,0,10,0,0,0,0
2021,"1. Semestre","D320200","19",21,"B461200642855","305","Engenharia Química",0,0,10,0,0,0,0
2021,"1. Semestre","D320200","50",10,"B200380461148","305","Engenharia Química",0,0,100,0,0,0,0
2021,"1. Semestre","D320200","50",1,"B200380461148","302","Engenharia Civil",0,0,100,0,0,0,0
2021,"2. Semestre","D320200","10",40,"B806642512402","315","Curso de Engenharia Aeroespacial",80,0,16,2,2,0,0
2021,"2. Semestre","D320200","11",1,"B461200642855","133","Química - Bacharelado",0,0,0,1,0,0,0
2021,"2. Semestre","D320200","11",2,"B200380461148","133","Química - Bacharelado",3,0,0,0,0,0,0
2021,"2. Semestre","D320200","11",2,"B292200218320","133","Química - Bacharelado",3,0,0,0,0,0,0
2021,"2. Semestre","D320200","11",2,"B461200642855","133","Química - Bacharelado",3,0,0,0,0,0,0
2021,"2. Semestre","D320200","11",2,"B200380461148","133","Química - Bacharelado",0,0,0,0,3,0,0
2021,"2. Semestre","D320200","11",2,"B292200218320","133","Química - Bacharelado",0,0,0,0,3,0,0
2021,"2. Semestre","D320200","11",2,"B461200642855","133","Química - Bacharelado",0,0,0,0,3,0,0
2021,"2. Semestre","D320200","11",18,"B200380461148","133","Química - Bacharelado",0,0,26,0,0,0,0
2021,"2. Semestre","D320200","11",18,"B292200218320","133","Química - Bacharelado",0,0,26,0,0,0,0
2021,"2. Semestre","D320200","11",18,"B461200642855","133","Química - Bacharelado",0,0,26,0,0,0,0
2021,"2. Semestre","D320200","11",1,"B200380461148","133","Química - Bacharelado",0,0,0,1,0,0,0
2021,"2. Semestre","D320200","11",1,"B292200218320","133","Química - Bacharelado",0,0,0,1,0,0,0
2021,"2. Semestre","D320200","11",7,"B200380461148","110","Química Industrial",11,0,0,0,0,0,0
2021,"2. Semestre","D320200","11",7,"B292200218320","110","Química Industrial",11,0,0,0,0,0,0
2021,"2. Semestre","D320200","11",7,"B461200642855","110","Química Industrial",11,0,0,0,0,0,0
2021,"2. Semestre","D320200","11",13,"B200380461148","110","Química Industrial",0,0,20,0,0,0,0
2021,"2. Semestre","D320200","11",13,"B292200218320","110","Química Industrial",0,0,20,0,0,0,0
2021,"2. Semestre","D320200","11",13,"B461200642855","110","Química Industrial",0,0,20,0,0,0,0
2021,"2. Semestre","D320200","11",2,"B200380461148","110","Química Industrial",0,0,0,3,0,0,0
2021,"2. Semestre","D320200","11",2,"B292200218320","110","Química Industrial",0,0,0,3,0,0,0
2021,"2. Semestre","D320200","11",2,"B461200642855","110","Química Industrial",0,0,0,3,0,0,0
2021,"2. Semestre","D320200","12",14,"B200380461148","302","Engenharia Civil",10,0,0,0,0,0,0
2021,"2. Semestre","D320200","12",14,"B292200218320","302","Engenharia Civil",10,0,0,0,0,0,0
2021,"2. Semestre","D320200","12",14,"B461200642855","302","Engenharia Civil",10,0,0,0,0,0,0
2021,"2. Semestre","D320200","12",31,"B200380461148","302","Engenharia Civil",0,0,23,0,0,0,0
2021,"2. Semestre","D320200","12",31,"B292200218320","302","Engenharia Civil",0,0,23,0,0,0,0
2021,"2. Semestre","D320200","12",31,"B461200642855","302","Engenharia Civil",0,0,23,0,0,0,0
2021,"2. Semestre","D320200","13",25,"B888642512642","303","Engenharia Elétrica",56,0,44,0,0,0,0
2021,"2. Semestre","D320200","14",13,"B200380461148","304","Engenharia Mecânica",11,0,0,0,0,0,0
2021,"2. Semestre","D320200","14",13,"B292200218320","304","Engenharia Mecânica",11,0,0,0,0,0,0
2021,"2. Semestre","D320200","14",13,"B461200642855","304","Engenharia Mecânica",11,0,0,0,0,0,0
2021,"2. Semestre","D320200","14",24,"B200380461148","304","Engenharia Mecânica",0,0,21,0,0,0,0
2021,"2. Semestre","D320200","14",24,"B292200218320","304","Engenharia Mecânica",0,0,21,0,0,0,0
2021,"2. Semestre","D320200","14",24,"B461200642855","304","Engenharia Mecânica",0,0,21,0,0,0,0
2021,"2. Semestre","D320200","14",1,"B200380461148","304","Engenharia Mecânica",0,0,0,1,0,0,0
2021,"2. Semestre","D320200","14",1,"B292200218320","304","Engenharia Mecânica",0,0,0,1,0,0,0
2021,"2. Semestre","D320200","14",1,"B461200642855","304","Engenharia Mecânica",0,0,0,1,0,0,0
2021,"2. Semestre","D320200","15",18,"B806642512402","109","Química - Licenciatura",62,0,34,3,0,0,0
2021,"2. Semestre","D320200","16",12,"B200380461148","316","Curso de Engenharia de Telecomunicações",8,0,0,0,0,0,0
2021,"2. Semestre","D320200","16",12,"B292200218320","316","Curso de Engenharia de Telecomunicações",8,0,0,0,0,0,0
2021,"2. Semestre","D320200","16",12,"B461200642855","316","Curso de Engenharia de Telecomunicações",8,0,0,0,0,0,0
2021,"2. Semestre","D320200","16",1,"B200380461148","316","Curso de Engenharia de Telecomunicações",0,0,0,0,1,0,0
2021,"2. Semestre","D320200","16",1,"B292200218320","316","Curso de Engenharia de Telecomunicações",0,0,0,0,1,0,0
2021,"2. Semestre","D320200","16",1,"B461200642855","316","Curso de Engenharia de Telecomunicações",0,0,0,0,1,0,0
2021,"2. Semestre","D320200","16",32,"B200380461148","316","Curso de Engenharia de Telecomunicações",0,0,22,0,0,0,0
2021,"2. Semestre","D320200","16",32,"B292200218320","316","Curso de Engenharia de Telecomunicações",0,0,22,0,0,0,0
2021,"2. Semestre","D320200","16",32,"B461200642855","316","Curso de Engenharia de Telecomunicações",0,0,22,0,0,0,0
2021,"2. Semestre","D320200","16",4,"B200380461148","316","Curso de Engenharia de Telecomunicações",0,0,0,3,0,0,0
2021,"2. Semestre","D320200","16",4,"B292200218320","316","Curso de Engenharia de Telecomunicações",0,0,0,3,0,0,0
2021,"2. Semestre","D320200","16",4,"B461200642855","316","Curso de Engenharia de Telecomunicações",0,0,0,3,0,0,0
2021,"2. Semestre","D320200","17",25,"B888642512642","305","Engenharia Química",64,0,33,3,0,0,0
2021,"2. Semestre","D320200","T50REA",9,"B200380461148","313","Curso de Engenharia de Produção",39,0,48,4,9,0,0
2021,"2. Semestre","D320200","T50REA",2,"B200380461148","305","Engenharia Química",100,0,0,0,0,0,0
2021,"2. Semestre","D320200","T50REA",2,"B200380461148","315","Curso de Engenharia Aeroespacial",0,0,100,0,0,0,0
2022,"1. Semestre","D320200","10",5,"B888642512642","309","Curso de Engenharia Sanitária e Ambiental",33,0,13,7,7,0,40
2022,"1. Semestre","D320200","11",7,"B292200218320","312","Curso de Engenharia de Computação",22,0,19,6,0,0,53
2022,"1. Semestre","D320200","12",44,"B200380512402","302","Engenharia Civil",45,0,0,0,0,0,0
2022,"1. Semestre","D320200","12",44,"B380148200148","302","Engenharia Civil",45,0,0,0,0,0,0
2022,"1. Semestre","D320200","12",1,"B200380512402","302","Engenharia Civil",0,0,0,0,1,0,0
2022,"1. Semestre","D320200","12",1,"B380148200148","302","Engenharia Civil",0,0,0,0,1,0,0
2022,"1. Semestre","D320200","12",4,"B200380512402","302","Engenharia Civil",0,0,4,0,0,0,0
2022,"1. Semestre","D320200","12",4,"B380148200148","302","Engenharia Civil",0,0,4,0,0,0,0
2022,"1. Semestre","D320200","13",6,"B461200642855","303","Engenharia Elétrica",21,0,32,7,4,0,36
2022,"1. Semestre","D320200","14",40,"B380148200148","304","Engenharia Mecânica",89,0,11,0,0,0,0
2022,"1. Semestre","D320200","14",39,"B380148200148","305","Engenharia Química",85,0,13,0,2,0,0
2022,"1. Semestre","D320200","15",2,"B292200218320","313","Curso de Engenharia de Produção",18,0,18,0,9,0,55
2022,"1. Semestre","D320200","16",19,"B461200642855","307","Ciência da Computação - Bacharelado",58,0,6,27,0,0,9
2022,"1. Semestre","D320200","17",10,"B888642512642","310","Curso Engenharia de Controle e Automação",30,0,33,6,0,0,30
2022,"1. Semestre","D320200","18",5,"B512402380642","311","Curso de Engenharia Acústica",17,0,72,3,7,0,0
2022,"1. Semestre","D320200","50",3,"B888642512642","110","Química Industrial",0,0,75,25,0,0,0
2022,"2. Semestre","D320200","10",7,"B888642512642","123","Física - Bacharelado",32,0,41,0,0,0,27
2022,"2. Semestre","D320200","10",29,"B888642512642","315","Curso de Engenharia Aeroespacial",60,0,38,0,0,0,2
2022,"2. Semestre","D320200","11",6,"B888642512642","133","Química - Bacharelado",46,0,15,0,0,0,38
2022,"2. Semestre","D320200","11",3,"B888642512642","110","Química Industrial",20,0,40,0,0,0,40
2022,"2. Semestre","D320200","12",5,"B292200218320","302","Engenharia Civil",56,0,44,0,0,0,0
2022,"2. Semestre","D320200","13",10,"B200380461148","303","Engenharia Elétrica",34,0,39,0,0,2,24
2022,"2. Semestre","D320200","14",43,"B200380461148","304","Engenharia Mecânica",41,0,0,0,0,0,0
2022,"2. Semestre","D320200","14",43,"B380148200148","304","Engenharia Mecânica",41,0,0,0,0,0,0
2022,"2. Semestre","D320200","14",1,"B200380461148","304","Engenharia Mecânica",0,0,0,0,1,0,0
2022,"2. Semestre","D320200","14",1,"B380148200148","304","Engenharia Mecânica",0,0,0,0,1,0,0
2022,"2. Semestre","D320200","14",9,"B200380461148","304","Engenharia Mecânica",0,0,8,0,0,0,0
2022,"2. Semestre","D320200","14",9,"B380148200148","304","Engenharia Mecânica",0,0,8,0,0,0,0
2022,"2. Semestre","D320200","14",43,"B200380461148","305","Engenharia Química",40,0,0,0,0,0,0
2022,"2. Semestre","D320200","14",43,"B380148200148","305","Engenharia Química",40,0,0,0,0,0,0
2022,"2. Semestre","D320200","14",1,"B200380461148","305","Engenharia Química",0,0,0,0,0,1,0
2022,"2. Semestre","D320200","14",1,"B380148200148","305","Engenharia Química",0,0,0,0,0,1,0
2022,"2. Semestre","D320200","14",10,"B200380461148","305","Engenharia Química",0,0,9,0,0,0,0
2022,"2. Semestre","D320200","14",10,"B380148200148","305","Engenharia Química",0,0,9,0,0,0,0
2022,"2. Semestre","D320200","15",37,"B200380461148","109","Química - Licenciatura",45,0,0,0,0,0,0
2022,"2. Semestre","D320200","15",37,"B380148200148","109","Química - Licenciatura",45,0,0,0,0,0,0
2022,"2. Semestre","D320200","15",4,"B200380461148","109","Química - Licenciatura",0,0,5,0,0,0,0
2022,"2. Semestre","D320200","15",4,"B380148200148","109","Química - Licenciatura",0,0,5,0,0,0,0
2022,"2. Semestre","D320200","16",2,"B292200218320","316","Curso de Engenharia de Telecomunicações",14,7,14,0,0,0,64
2022,"2. Semestre","D320200","50",1,"B200380461148","302","Engenharia Civil",100,0,0,0,0,0,0
2022,"2. Semestre","D320200","50",1,"B200380461148","307","Ciência da Computação - Bacharelado",100,0,0,0,0,0,0
2021,"1. Semestre","D402855","CC",10,"C946200380402","307","Ciência da Computação - Bacharelado",42,0,58,0,0,0,0
2021,"1. Semestre","D402855","SI1",2,"C200380893402","314","Bacharelado em Sistemas de Informação",29,0,71,0,0,0,0
2021,"2. Semestre","D402855","CC",6,"C292200218642","307","Ciência da Computação - Bacharelado",46,0,46,8,0,0,0
2021,"2. Semestre","D402855","SI",23,"C402380642148","314","Bacharelado em Sistemas de Informação",70,0,30,0,0,0,0
2022,"1. Semestre","D402855","CC",26,"C888148218402","307","Ciência da Computação - Bacharelado",48,0,0,0,0,0,0
2022,"1. Semestre","D402855","CC",26,"C292200218642","307","Ciência da Computação - Bacharelado",48,0,0,0,0,0,0
2022,"1. Semestre","D402855","CC",1,"C888148218402","307","Ciência da Computação - Bacharelado",0,0,2,0,0,0,0
2022,"1. Semestre","D402855","CC",1,"C292200218642","307","Ciência da Computação - Bacharelado",0,0,2,0,0,0,0
2022,"1. Semestre","D402855","SI1",3,"I200380893402","314","Bacharelado em Sistemas de Informação",50,0,0,0,0,0,0
2022,"1. Semestre","D402855","SI1",3,"E380148200148","314","Bacharelado em Sistemas de Informação",50,0,0,0,0,0,0
2022,"2. Semestre","D402855","CC",10,"C946200380402","307","Ciência da Computação - Bacharelado",56,0,17,0,0,0,28
2022,"2. Semestre","D402855","SI",28,"I200380893402","314","Bacharelado em Sistemas de Informação",33,0,0,0,0,0,0
2022,"2. Semestre","D402855","SI",28,"C200380893402","314","Bacharelado em Sistemas de Informação",33,0,0,0,0,0,0
2022,"2. Semestre","D402855","SI",14,"I200380893402","314","Bacharelado em Sistemas de Informação",0,0,17,0,0,0,0
2022,"2. Semestre","D402855","SI",14,"C200380893402","314","Bacharelado em Sistemas de Informação",0,0,17,0,0,0,0
2023,"1. Semestre","D402855","CC",22,"E642946200380","307","Ciência da Computação - Bacharelado",81,0,19,0,0,0,0
2023,"1. Semestre","D402855","SI1",6,"I200380893402","314","Bacharelado em Sistemas de Informação",30,0,0,0,0,0,0
2023,"1. Semestre","D402855","SI1",6,"C200380893402","314","Bacharelado em Sistemas de Informação",30,0,0,0,0,0,0
2023,"1. Semestre","D402855","SI1",1,"I200380893402","314","Bacharelado em Sistemas de Informação",0,0,0,0,5,0,0
2023,"1. Semestre","D402855","SI1",1,"C200380893402","314","Bacharelado em Sistemas de Informação",0,0,0,0,5,0,0
2023,"1. Semestre","D402855","SI1",3,"I200380893402","314","Bacharelado em Sistemas de Informação",0,0,15,0,0,0,0
2023,"1. Semestre","D402855","SI1",3,"C200380893402","314","Bacharelado em Sistemas de Informação",0,0,15,0,0,0,0
2023,"2. Semestre","D402855","CC",14,"C946200380402","307","Ciência da Computação - Bacharelado",64,0,5,0,5,0,27
2023,"2. Semestre","D402855","SI",34,"I200380893402","314","Bacharelado em Sistemas de Informação",41,0,0,0,0,0,0
2023,"2. Semestre","D402855","SI",34,"C200380893402","314","Bacharelado em Sistemas de Informação",41,0,0,0,0,0,0
2023,"2. Semestre","D402855","SI",1,"I200380893402","314","Bacharelado em Sistemas de Informação",0,1,0,0,0,0,0
2023,"2. Semestre","D402855","SI",1,"C200380893402","314","Bacharelado em Sistemas de Informação",0,1,0,0,0,0,0
2023,"2. Semestre","D402855","SI",6,"I200380893402","314","Bacharelado em Sistemas de Informação",0,0,7,0,0,0,0
2023,"2. Semestre","D402855","SI",6,"C200380893402","314","Bacharelado em Sistemas de Informação",0,0,7,0,0,0,0
2021,"1. Semestre","D888148","CC1",13,"C320402855200","307","Ciência da Computação - Bacharelado",68,0,21,0,0,11,0
2021,"1. Semestre","D888148","CC2",13,"C380148200685","307","Ciência da Computação - Bacharelado",72,0,17,0,0,11,0
2021,"1. Semestre","D888148","SI1",1,"C320402855200","314","Bacharelado em Sistemas de Informação",20,0,80,0,0,0,0
2021,"1. Semestre","D888148","SI2",1,"C380148200685","314","Bacharelado em Sistemas de Informação",20,0,80,0,0,0,0
2021,"2. Semestre","D888148","10",12,"C380148380200","304","Engenharia Mecânica",48,4,40,0,4,4,0
2021,"2. Semestre","D888148","11",2,"C380148380200","304","Engenharia Mecânica",67,0,33,0,0,0,0
2021,"2. Semestre","D888148","CC1",2,"C380148200685","307","Ciência da Computação - Bacharelado",40,0,60,0,0,0,0
2021,"2. Semestre","D888148","CC2",1,"C218200683888","307","Ciência da Computação - Bacharelado",20,0,80,0,0,0,0
2021,"2. Semestre","D888148","SI1",8,"C380148200685","314","Bacharelado em Sistemas de Informação",41,9,36,0,5,9,0
2021,"2. Semestre","D888148","SI2",10,"C218200683888","314","Bacharelado em Sistemas de Informação",56,6,33,0,0,6,0
2022,"1. Semestre","D888148","10",17,"C380148380200","304","Engenharia Mecânica",57,0,17,0,0,7,20
2022,"1. Semestre","D888148","11",4,"C380148380200","304","Engenharia Mecânica",24,0,35,0,0,0,41
2022,"1. Semestre","D888148","CC1",14,"C320402855200","307","Ciência da Computação - Bacharelado",56,0,24,0,0,4,16
2022,"1. Semestre","D888148","CC2",9,"C380148200685","307","Ciência da Computação - Bacharelado",60,0,33,7,0,0,0
2022,"1. Semestre","D888148","SI1",1,"C320402855200","314","Bacharelado em Sistemas de Informação",10,0,40,10,0,0,40
2022,"1. Semestre","D888148","SI2",2,"C380148200685","314","Bacharelado em Sistemas de Informação",50,0,50,0,0,0,0
2022,"2. Semestre","D888148","10",13,"C380148380200","304","Engenharia Mecânica",37,6,20,0,0,3,34
2022,"2. Semestre","D888148","11",5,"C380148380200","304","Engenharia Mecânica",28,0,22,0,0,0,50
2022,"2. Semestre","D888148","CC1",2,"C380148200685","307","Ciência da Computação - Bacharelado",60,0,0,0,0,0,40
2022,"2. Semestre","D888148","CC2",2,"C218200683888","307","Ciência da Computação - Bacharelado",40,0,0,0,0,0,60
2022,"2. Semestre","D888148","SI1",11,"C380148200685","314","Bacharelado em Sistemas de Informação",46,4,33,0,0,0,17
2022,"2. Semestre","D888148","SI2",11,"C218200683888","314","Bacharelado em Sistemas de Informação",50,5,27,0,0,5,14
2023,"1. Semestre","D888148","CC1",16,"C320402855200","307","Ciência da Computação - Bacharelado",67,4,17,0,0,4,8
2023,"1. Semestre","D888148","CC2",12,"C380148200685","307","Ciência da Computação - Bacharelado",75,0,25,0,0,0,0
2023,"1. Semestre","D888148","SI1",3,"C320402855200","314","Bacharelado em Sistemas de Informação",0,0,0,0,0,0,100
2023,"1. Semestre","D888148","SI2",1,"C380148200685","314","Bacharelado em Sistemas de Informação",20,0,40,0,0,0,40
2023,"1. Semestre","D888148","TREA50",2,"NA","304","Engenharia Mecânica",0,0,100,0,0,0,0
2023,"2. Semestre","D888148","CC1",1,"C380148200685","307","Ciência da Computação - Bacharelado",33,0,33,0,0,0,33
2023,"2. Semestre","D888148","CC2",2,"C218200683888","307","Ciência da Computação - Bacharelado",40,0,0,0,0,0,60
2023,"2. Semestre","D888148","SI1",8,"C380148200685","314","Bacharelado em Sistemas de Informação",67,0,25,0,0,0,8
2023,"2. Semestre","D888148","SI2",7,"C218200683888","314","Bacharelado em Sistemas de Informação",35,5,25,10,0,0,25
2021,"1. Semestre","D320199","10",22,"A512642218320","303","Engenharia Elétrica",9,0,0,0,0,0,0
2021,"1. Semestre","D320199","10",22,"A893683855461","303","Engenharia Elétrica",9,0,0,0,0,0,0
2021,"1. Semestre","D320199","10",22,"A380683888642","303","Engenharia Elétrica",9,0,0,0,0,0,0
2021,"1. Semestre","D320199","10",22,"A148855320200","303","Engenharia Elétrica",9,0,0,0,0,0,0
2021,"1. Semestre","D320199","10",22,"A855200218200","303","Engenharia Elétrica",9,0,0,0,0,0,0
2021,"1. Semestre","D320199","10",1,"A512642218320","303","Engenharia Elétrica",0,0,0,0,0,0,0
2021,"1. Semestre","D320199","10",1,"A893683855461","303","Engenharia Elétrica",0,0,0,0,0,0,0
2021,"1. Semestre","D320199","10",1,"A380683888642","303","Engenharia Elétrica",0,0,0,0,0,0,0
2021,"1. Semestre","D320199","10",1,"A148855320200","303","Engenharia Elétrica",0,0,0,0,0,0,0
2021,"1. Semestre","D320199","10",1,"A855200218200","303","Engenharia Elétrica",0,0,0,0,0,0,0
2021,"1. Semestre","D320199","10",24,"A512642218320","303","Engenharia Elétrica",0,0,10,0,0,0,0
2021,"1. Semestre","D320199","10",24,"A893683855461","303","Engenharia Elétrica",0,0,10,0,0,0,0
2021,"1. Semestre","D320199","10",24,"A380683888642","303","Engenharia Elétrica",0,0,10,0,0,0,0
2021,"1. Semestre","D320199","10",24,"A148855320200","303","Engenharia Elétrica",0,0,10,0,0,0,0
2021,"1. Semestre","D320199","10",24,"A855200218200","303","Engenharia Elétrica",0,0,10,0,0,0,0
2021,"1. Semestre","D320199","10",1,"A512642218320","303","Engenharia Elétrica",0,0,0,0,0,0,0
2021,"1. Semestre","D320199","10",1,"A893683855461","303","Engenharia Elétrica",0,0,0,0,0,0,0
2021,"1. Semestre","D320199","10",1,"A380683888642","303","Engenharia Elétrica",0,0,0,0,0,0,0
2021,"1. Semestre","D320199","10",1,"A148855320200","303","Engenharia Elétrica",0,0,0,0,0,0,0
2021,"1. Semestre","D320199","10",1,"A855200218200","303","Engenharia Elétrica",0,0,0,0,0,0,0
2021,"1. Semestre","D320199","11",18,"A218148855402","133","Química - Bacharelado",75,4,13,0,4,4,0
2021,"1. Semestre","D320199","11",18,"A218148855402","110","Química Industrial",100,0,0,0,0,0,0
2021,"1. Semestre","D320199","12",2,"A148855320200","304","Engenharia Mecânica",1,0,0,0,0,0,0
2021,"1. Semestre","D320199","12",2,"A512642218320","304","Engenharia Mecânica",1,0,0,0,0,0,0
2021,"1. Semestre","D320199","12",2,"A893683855461","304","Engenharia Mecânica",1,0,0,0,0,0,0
2021,"1. Semestre","D320199","12",2,"A380683888642","304","Engenharia Mecânica",1,0,0,0,0,0,0
2021,"1. Semestre","D320199","12",2,"A855200218200","304","Engenharia Mecânica",1,0,0,0,0,0,0
2021,"1. Semestre","D320199","12",2,"A512642218320","304","Engenharia Mecânica",0,0,0,0,0,1,0
2021,"1. Semestre","D320199","12",2,"A893683855461","304","Engenharia Mecânica",0,0,0,0,0,1,0
2021,"1. Semestre","D320199","12",2,"A380683888642","304","Engenharia Mecânica",0,0,0,0,0,1,0
2021,"1. Semestre","D320199","12",2,"A148855320200","304","Engenharia Mecânica",0,0,0,0,0,1,0
2021,"1. Semestre","D320199","12",2,"A855200218200","304","Engenharia Mecânica",0,0,0,0,0,1,0
2021,"1. Semestre","D320199","12",3,"A512642218320","304","Engenharia Mecânica",0,1,0,0,0,0,0
2021,"1. Semestre","D320199","12",3,"A893683855461","304","Engenharia Mecânica",0,1,0,0,0,0,0
2021,"1. Semestre","D320199","12",3,"A380683888642","304","Engenharia Mecânica",0,1,0,0,0,0,0
2021,"1. Semestre","D320199","12",3,"A148855320200","304","Engenharia Mecânica",0,1,0,0,0,0,0
2021,"1. Semestre","D320199","12",3,"A855200218200","304","Engenharia Mecânica",0,1,0,0,0,0,0
2021,"1. Semestre","D320199","12",3,"A512642218320","304","Engenharia Mecânica",0,0,0,0,1,0,0
2021,"1. Semestre","D320199","12",3,"A893683855461","304","Engenharia Mecânica",0,0,0,0,1,0,0
2021,"1. Semestre","D320199","12",3,"A380683888642","304","Engenharia Mecânica",0,0,0,0,1,0,0
2021,"1. Semestre","D320199","12",3,"A148855320200","304","Engenharia Mecânica",0,0,0,0,1,0,0
2021,"1. Semestre","D320199","12",3,"A855200218200","304","Engenharia Mecânica",0,0,0,0,1,0,0
2021,"1. Semestre","D320199","12",40,"A512642218320","304","Engenharia Mecânica",0,0,16,0,0,0,0
2021,"1. Semestre","D320199","12",40,"A893683855461","304","Engenharia Mecânica",0,0,16,0,0,0,0
2021,"1. Semestre","D320199","12",40,"A380683888642","304","Engenharia Mecânica",0,0,16,0,0,0,0
2021,"1. Semestre","D320199","12",40,"A148855320200","304","Engenharia Mecânica",0,0,16,0,0,0,0
2021,"1. Semestre","D320199","12",40,"A855200218200","304","Engenharia Mecânica",0,0,16,0,0,0,0
2021,"1. Semestre","D320199","12",1,"A512642218320","304","Engenharia Mecânica",0,0,0,0,0,0,0
2021,"1. Semestre","D320199","12",1,"A893683855461","304","Engenharia Mecânica",0,0,0,0,0,0,0
2021,"1. Semestre","D320199","12",1,"A380683888642","304","Engenharia Mecânica",0,0,0,0,0,0,0
2021,"1. Semestre","D320199","12",1,"A148855320200","304","Engenharia Mecânica",0,0,0,0,0,0,0
