"Ano","Semestre","Cód. Disciplina","Cód. Turma","Alunos","Professor","Cód. Curso","Curso","Porcentagem de Aprovado","Porcentagem de Dispensado","Porcentagem de Reprovado","Porcentagem de Tr.Parcial","Porcentagem de Não Concl.","Porcentagem de CancMatric","Porcentagem de Repr.Freq"
2021,"1. Semestre","D320199","12",1,"A855200218200","304","Engenharia Mecânica",0,0,0,0,0,0,0
2021,"1. Semestre","D320199","13",60,"A292200218320","307","Ciência da Computação - Bacharelado",82,0,12,0,0,5,0
2021,"1. Semestre","D320199","14",10,"A512642218320","302","Engenharia Civil",4,0,0,0,0,0,0
2021,"1. Semestre","D320199","14",10,"A893683855461","302","Engenharia Civil",4,0,0,0,0,0,0
2021,"1. Semestre","D320199","14",10,"A380683888642","302","Engenharia Civil",4,0,0,0,0,0,0
2021,"1. Semestre","D320199","14",10,"A148855320200","302","Engenharia Civil",4,0,0,0,0,0,0
2021,"1. Semestre","D320199","14",10,"A855200218200","302","Engenharia Civil",4,0,0,0,0,0,0
2021,"1. Semestre","D320199","14",1,"A512642218320","302","Engenharia Civil",0,0,0,0,0,0,0
2021,"1. Semestre","D320199","14",1,"A893683855461","302","Engenharia Civil",0,0,0,0,0,0,0
2021,"1. Semestre","D320199","14",1,"A380683888642","302","Engenharia Civil",0,0,0,0,0,0,0
2021,"1. Semestre","D320199","14",1,"A148855320200","302","Engenharia Civil",0,0,0,0,0,0,0
2021,"1. Semestre","D320199","14",1,"A855200218200","302","Engenharia Civil",0,0,0,0,0,0,0
2021,"1. Semestre","D320199","14",3,"A512642218320","302","Engenharia Civil",0,1,0,0,0,0,0
2021,"1. Semestre","D320199","14",3,"A893683855461","302","Engenharia Civil",0,1,0,0,0,0,0
2021,"1. Semestre","D320199","14",3,"A380683888642","302","Engenharia Civil",0,1,0,0,0,0,0
2021,"1. Semestre","D320199","14",3,"A148855320200","302","Engenharia Civil",0,1,0,0,0,0,0
2021,"1. Semestre","D320199","14",3,"A855200218200","302","Engenharia Civil",0,1,0,0,0,0,0
2021,"1. Semestre","D320199","14",5,"A512642218320","302","Engenharia Civil",0,0,0,0,2,0,0
2021,"1. Semestre","D320199","14",5,"A893683855461","302","Engenharia Civil",0,0,0,0,2,0,0
2021,"1. Semestre","D320199","14",5,"A380683888642","302","Engenharia Civil",0,0,0,0,2,0,0
2021,"1. Semestre","D320199","14",5,"A148855320200","302","Engenharia Civil",0,0,0,0,2,0,0
2021,"1. Semestre","D320199","14",5,"A855200218200","302","Engenharia Civil",0,0,0,0,2,0,0
2021,"1. Semestre","D320199","14",31,"A512642218320","302","Engenharia Civil",0,0,12,0,0,0,0
2021,"1. Semestre","D320199","14",31,"A893683855461","302","Engenharia Civil",0,0,12,0,0,0,0
2021,"1. Semestre","D320199","14",31,"A380683888642","302","Engenharia Civil",0,0,12,0,0,0,0
2021,"1. Semestre","D320199","14",31,"A148855320200","302","Engenharia Civil",0,0,12,0,0,0,0
2021,"1. Semestre","D320199","14",31,"A855200218200","302","Engenharia Civil",0,0,12,0,0,0,0
2021,"1. Semestre","D320199","15",2,"A512642218320","315","Curso de Engenharia Aeroespacial",11,0,0,0,0,1,0
2021,"1. Semestre","D320199","15",29,"A893683855461","315","Curso de Engenharia Aeroespacial",11,0,0,0,0,0,0
2021,"1. Semestre","D320199","15",29,"A380683888642","315","Curso de Engenharia Aeroespacial",11,0,0,0,0,0,0
2021,"1. Semestre","D320199","15",29,"A148855320200","315","Curso de Engenharia Aeroespacial",11,0,0,0,0,0,0
2021,"1. Semestre","D320199","15",29,"A855200218200","315","Curso de Engenharia Aeroespacial",11,0,0,0,0,0,0
2021,"1. Semestre","D320199","15",2,"A893683855461","315","Curso de Engenharia Aeroespacial",0,0,0,0,0,1,0
2021,"1. Semestre","D320199","15",2,"A380683888642","315","Curso de Engenharia Aeroespacial",0,0,0,0,0,1,0
2021,"1. Semestre","D320199","15",2,"A148855320200","315","Curso de Engenharia Aeroespacial",0,0,0,0,0,1,0
2021,"1. Semestre","D320199","15",2,"A855200218200","315","Curso de Engenharia Aeroespacial",0,0,0,0,0,1,0
2021,"1. Semestre","D320199","15",1,"A512642218320","315","Curso de Engenharia Aeroespacial",0,0,0,0,0,0,0
2021,"1. Semestre","D320199","15",1,"A893683855461","315","Curso de Engenharia Aeroespacial",0,0,0,0,0,0,0
2021,"1. Semestre","D320199","15",1,"A380683888642","315","Curso de Engenharia Aeroespacial",0,0,0,0,0,0,0
2021,"1. Semestre","D320199","15",1,"A148855320200","315","Curso de Engenharia Aeroespacial",0,0,0,0,0,0,0
2021,"1. Semestre","D320199","15",1,"A855200218200","315","Curso de Engenharia Aeroespacial",0,0,0,0,0,0,0
2021,"1. Semestre","D320199","15",21,"A512642218320","315","Curso de Engenharia Aeroespacial",0,0,8,0,0,0,0
2021,"1. Semestre","D320199","15",21,"A893683855461","315","Curso de Engenharia Aeroespacial",0,0,8,0,0,0,0
2021,"1. Semestre","D320199","15",21,"A380683888642","315","Curso de Engenharia Aeroespacial",0,0,8,0,0,0,0
2021,"1. Semestre","D320199","15",21,"A148855320200","315","Curso de Engenharia Aeroespacial",0,0,8,0,0,0,0
2021,"1. Semestre","D320199","15",21,"A855200218200","315","Curso de Engenharia Aeroespacial",0,0,8,0,0,0,0
2021,"1. Semestre","D320199","16",29,"A806200978642","316","Curso de Engenharia de Telecomunicações",53,0,35,0,9,4,0
2021,"1. Semestre","D320199","17",1,"A893683855461","305","Engenharia Química",0,0,0,0,0,0,0
2021,"1. Semestre","D320199","17",17,"A512642218320","305","Engenharia Química",7,0,0,0,0,0,0
2021,"1. Semestre","D320199","17",17,"A893683855461","305","Engenharia Química",7,0,0,0,0,0,0
2021,"1. Semestre","D320199","17",17,"A380683888642","305","Engenharia Química",7,0,0,0,0,0,0
2021,"1. Semestre","D320199","17",17,"A148855320200","305","Engenharia Química",7,0,0,0,0,0,0
2021,"1. Semestre","D320199","17",17,"A855200218200","305","Engenharia Química",7,0,0,0,0,0,0
2021,"1. Semestre","D320199","17",3,"A512642218320","305","Engenharia Química",0,0,0,0,0,1,0
2021,"1. Semestre","D320199","17",3,"A893683855461","305","Engenharia Química",0,0,0,0,0,1,0
2021,"1. Semestre","D320199","17",3,"A380683888642","305","Engenharia Química",0,0,0,0,0,1,0
2021,"1. Semestre","D320199","17",3,"A148855320200","305","Engenharia Química",0,0,0,0,0,1,0
2021,"1. Semestre","D320199","17",3,"A855200218200","305","Engenharia Química",0,0,0,0,0,1,0
2021,"1. Semestre","D320199","17",1,"A512642218320","305","Engenharia Química",0,0,0,0,0,0,0
2021,"1. Semestre","D320199","17",1,"A380683888642","305","Engenharia Química",0,0,0,0,0,0,0
2021,"1. Semestre","D320199","17",1,"A148855320200","305","Engenharia Química",0,0,0,0,0,0,0
2021,"1. Semestre","D320199","17",1,"A855200218200","305","Engenharia Química",0,0,0,0,0,0,0
2021,"1. Semestre","D320199","17",5,"A512642218320","305","Engenharia Química",0,0,0,0,2,0,0
2021,"1. Semestre","D320199","17",5,"A893683855461","305","Engenharia Química",0,0,0,0,2,0,0
2021,"1. Semestre","D320199","17",5,"A380683888642","305","Engenharia Química",0,0,0,0,2,0,0
2021,"1. Semestre","D320199","17",5,"A148855320200","305","Engenharia Química",0,0,0,0,2,0,0
2021,"1. Semestre","D320199","17",5,"A855200218200","305","Engenharia Química",0,0,0,0,2,0,0
2021,"1. Semestre","D320199","17",21,"A512642218320","305","Engenharia Química",0,0,9,0,0,0,0
2021,"1. Semestre","D320199","17",21,"A893683855461","305","Engenharia Química",0,0,9,0,0,0,0
2021,"1. Semestre","D320199","17",21,"A380683888642","305","Engenharia Química",0,0,9,0,0,0,0
2021,"1. Semestre","D320199","17",21,"A148855320200","305","Engenharia Química",0,0,9,0,0,0,0
2021,"1. Semestre","D320199","17",21,"A855200218200","305","Engenharia Química",0,0,9,0,0,0,0
2021,"1. Semestre","D320199","18",2,"A893683855461","109","Química - Licenciatura",6,3,75,3,8,6,0
2021,"1. Semestre","D320199","19",25,"A642946200380","402","Engenharia Florestal",41,0,52,3,3,0,0
2021,"1. Semestre","D320199","50",1,"A218148855402","302","Engenharia Civil",100,0,0,0,0,0,0
2021,"1. Semestre","D320199","50",21,"A218148855402","313","Curso de Engenharia de Produção",66,3,22,0,9,0,0
2021,"1. Semestre","D320199","50",1,"A218148855402","311","Curso de Engenharia Acústica",100,0,0,0,0,0,0
2021,"1. Semestre","D320199","50",2,"A218148855402","305","Engenharia Química",100,0,0,0,0,0,0
2021,"1. Semestre","D320199","50",1,"A218148855402","315","Curso de Engenharia Aeroespacial",0,0,100,0,0,0,0
2021,"2. Semestre","D320199","10",2,"A512642218320","303","Engenharia Elétrica",1,0,0,0,0,0,0
2021,"2. Semestre","D320199","10",2,"A893683855461","303","Engenharia Elétrica",1,0,0,0,0,0,0
2021,"2. Semestre","D320199","10",2,"A380683888642","303","Engenharia Elétrica",1,0,0,0,0,0,0
2021,"2. Semestre","D320199","10",2,"A148855320200","303","Engenharia Elétrica",1,0,0,0,0,0,0
2021,"2. Semestre","D320199","10",2,"A855200218200","303","Engenharia Elétrica",1,0,0,0,0,0,0
2021,"2. Semestre","D320199","10",3,"A512642218320","303","Engenharia Elétrica",0,1,0,0,0,0,0
2021,"2. Semestre","D320199","10",3,"A893683855461","303","Engenharia Elétrica",0,1,0,0,0,0,0
2021,"2. Semestre","D320199","10",3,"A380683888642","303","Engenharia Elétrica",0,1,0,0,0,0,0
2021,"2. Semestre","D320199","10",3,"A148855320200","303","Engenharia Elétrica",0,1,0,0,0,0,0
2021,"2. Semestre","D320199","10",3,"A855200218200","303","Engenharia Elétrica",0,1,0,0,0,0,0
2021,"2. Semestre","D320199","10",1,"A512642218320","303","Engenharia Elétrica",0,0,0,0,0,0,0
2021,"2. Semestre","D320199","10",1,"A893683855461","303","Engenharia Elétrica",0,0,0,0,0,0,0
2021,"2. Semestre","D320199","10",1,"A380683888642","303","Engenharia Elétrica",0,0,0,0,0,0,0
2021,"2. Semestre","D320199","10",1,"A148855320200","303","Engenharia Elétrica",0,0,0,0,0,0,0
2021,"2. Semestre","D320199","10",1,"A855200218200","303","Engenharia Elétrica",0,0,0,0,0,0,0
2021,"2. Semestre","D320199","10",45,"A512642218320","303","Engenharia Elétrica",0,0,17,0,0,0,0
2021,"2. Semestre","D320199","10",45,"A893683855461","303","Engenharia Elétrica",0,0,17,0,0,0,0
2021,"2. Semestre","D320199","10",45,"A380683888642","303","Engenharia Elétrica",0,0,17,0,0,0,0
2021,"2. Semestre","D320199","10",45,"A148855320200","303","Engenharia Elétrica",0,0,17,0,0,0,0
2021,"2. Semestre","D320199","10",45,"A855200218200","303","Engenharia Elétrica",0,0,17,0,0,0,0
2021,"2. Semestre","D320199","10",1,"A512642218320","303","Engenharia Elétrica",0,0,0,0,0,0,0
2021,"2. Semestre","D320199","10",1,"A893683855461","303","Engenharia Elétrica",0,0,0,0,0,0,0
2021,"2. Semestre","D320199","10",1,"A380683888642","303","Engenharia Elétrica",0,0,0,0,0,0,0
2021,"2. Semestre","D320199","10",1,"A148855320200","303","Engenharia Elétrica",0,0,0,0,0,0,0
2021,"2. Semestre","D320199","10",1,"A855200218200","303","Engenharia Elétrica",0,0,0,0,0,0,0
2021,"2. Semestre","D320199","11",5,"A148855320200","312","Curso de Engenharia de Computação",2,0,0,0,0,0,0
2021,"2. Semestre","D320199","11",5,"A512642218320","312","Curso de Engenharia de Computação",2,0,0,0,0,0,0
2021,"2. Semestre","D320199","11",5,"A893683855461","312","Curso de Engenharia de Computação",2,0,0,0,0,0,0
2021,"2. Semestre","D320199","11",5,"A380683888642","312","Curso de Engenharia de Computação",2,0,0,0,0,0,0
2021,"2. Semestre","D320199","11",5,"A855200218200","312","Curso de Engenharia de Computação",2,0,0,0,0,0,0
2021,"2. Semestre","D320199","11",6,"A512642218320","312","Curso de Engenharia de Computação",0,0,0,0,0,3,0
2021,"2. Semestre","D320199","11",6,"A893683855461","312","Curso de Engenharia de Computação",0,0,0,0,0,3,0
2021,"2. Semestre","D320199","11",6,"A380683888642","312","Curso de Engenharia de Computação",0,0,0,0,0,3,0
2021,"2. Semestre","D320199","11",6,"A148855320200","312","Curso de Engenharia de Computação",0,0,0,0,0,3,0
2021,"2. Semestre","D320199","11",6,"A855200218200","312","Curso de Engenharia de Computação",0,0,0,0,0,3,0
2021,"2. Semestre","D320199","11",4,"A512642218320","312","Curso de Engenharia de Computação",0,2,0,0,0,0,0
2021,"2. Semestre","D320199","11",4,"A893683855461","312","Curso de Engenharia de Computação",0,2,0,0,0,0,0
2021,"2. Semestre","D320199","11",4,"A380683888642","312","Curso de Engenharia de Computação",0,2,0,0,0,0,0
2021,"2. Semestre","D320199","11",4,"A148855320200","312","Curso de Engenharia de Computação",0,2,0,0,0,0,0
2021,"2. Semestre","D320199","11",4,"A855200218200","312","Curso de Engenharia de Computação",0,2,0,0,0,0,0
2021,"2. Semestre","D320199","11",1,"A512642218320","312","Curso de Engenharia de Computação",0,0,0,0,0,0,0
2021,"2. Semestre","D320199","11",1,"A893683855461","312","Curso de Engenharia de Computação",0,0,0,0,0,0,0
2021,"2. Semestre","D320199","11",1,"A380683888642","312","Curso de Engenharia de Computação",0,0,0,0,0,0,0
2021,"2. Semestre","D320199","11",1,"A148855320200","312","Curso de Engenharia de Computação",0,0,0,0,0,0,0
2021,"2. Semestre","D320199","11",1,"A855200218200","312","Curso de Engenharia de Computação",0,0,0,0,0,0,0
2021,"2. Semestre","D320199","11",28,"A512642218320","312","Curso de Engenharia de Computação",0,0,13,0,0,0,0
2021,"2. Semestre","D320199","11",28,"A893683855461","312","Curso de Engenharia de Computação",0,0,13,0,0,0,0
2021,"2. Semestre","D320199","11",28,"A380683888642","312","Curso de Engenharia de Computação",0,0,13,0,0,0,0
2021,"2. Semestre","D320199","11",28,"A148855320200","312","Curso de Engenharia de Computação",0,0,13,0,0,0,0
2021,"2. Semestre","D320199","11",28,"A855200218200","312","Curso de Engenharia de Computação",0,0,13,0,0,0,0
2021,"2. Semestre","D320199","12",1,"A148855320200","304","Engenharia Mecânica",0,0,0,0,0,0,0
2021,"2. Semestre","D320199","12",1,"A512642218320","304","Engenharia Mecânica",0,0,0,0,0,0,0
2021,"2. Semestre","D320199","12",1,"A893683855461","304","Engenharia Mecânica",0,0,0,0,0,0,0
2021,"2. Semestre","D320199","12",1,"A380683888642","304","Engenharia Mecânica",0,0,0,0,0,0,0
2021,"2. Semestre","D320199","12",1,"A148855320200","304","Engenharia Mecânica",0,0,0,0,0,0,0
2021,"2. Semestre","D320199","12",1,"A855200218200","304","Engenharia Mecânica",0,0,0,0,0,0,0
2021,"2. Semestre","D320199","12",1,"A512642218320","304","Engenharia Mecânica",0,0,0,0,0,0,0
2021,"2. Semestre","D320199","12",1,"A893683855461","304","Engenharia Mecânica",0,0,0,0,0,0,0
2021,"2. Semestre","D320199","12",1,"A380683888642","304","Engenharia Mecânica",0,0,0,0,0,0,0
2021,"2. Semestre","D320199","12",1,"A855200218200","304","Engenharia Mecânica",0,0,0,0,0,0,0
2021,"2. Semestre","D320199","12",3,"A512642218320","304","Engenharia Mecânica",0,1,0,0,0,0,0
2021,"2. Semestre","D320199","12",3,"A893683855461","304","Engenharia Mecânica",0,1,0,0,0,0,0
2021,"2. Semestre","D320199","12",3,"A380683888642","304","Engenharia Mecânica",0,1,0,0,0,0,0
2021,"2. Semestre","D320199","12",3,"A148855320200","304","Engenharia Mecânica",0,1,0,0,0,0,0
2021,"2. Semestre","D320199","12",3,"A855200218200","304","Engenharia Mecânica",0,1,0,0,0,0,0
2021,"2. Semestre","D320199","12",1,"A512642218320","304","Engenharia Mecânica",0,0,0,0,0,0,0
2021,"2. Semestre","D320199","12",1,"A893683855461","304","Engenharia Mecânica",0,0,0,0,0,0,0
2021,"2. Semestre","D320199","12",1,"A380683888642","304","Engenharia Mecânica",0,0,0,0,0,0,0
2021,"2. Semestre","D320199","12",1,"A148855320200","304","Engenharia Mecânica",0,0,0,0,0,0,0
2021,"2. Semestre","D320199","12",1,"A855200218200","304","Engenharia Mecânica",0,0,0,0,0,0,0
2021,"2. Semestre","D320199","12",43,"A512642218320","304","Engenharia Mecânica",0,0,18,0,0,0,0
2021,"2. Semestre","D320199","12",43,"A893683855461","304","Engenharia Mecânica",0,0,18,0,0,0,0
2021,"2. Semestre","D320199","12",43,"A380683888642","304","Engenharia Mecânica",0,0,18,0,0,0,0
2021,"2. Semestre","D320199","12",43,"A148855320200","304","Engenharia Mecânica",0,0,18,0,0,0,0
2021,"2. Semestre","D320199","12",43,"A855200218200","304","Engenharia Mecânica",0,0,18,0,0,0,0
2021,"2. Semestre","D320199","13",30,"A888402148380","313","Curso de Engenharia de Produção",68,7,16,0,2,7,0
2021,"2. Semestre","D320199","14",2,"A855200218200","302","Engenharia Civil",0,1,0,0,0,0,0
2021,"2. Semestre","D320199","14",7,"A512642218320","302","Engenharia Civil",3,0,0,0,0,0,0
2021,"2. Semestre","D320199","14",7,"A893683855461","302","Engenharia Civil",3,0,0,0,0,0,0
2021,"2. Semestre","D320199","14",7,"A380683888642","302","Engenharia Civil",3,0,0,0,0,0,0
2021,"2. Semestre","D320199","14",7,"A148855320200","302","Engenharia Civil",3,0,0,0,0,0,0
2021,"2. Semestre","D320199","14",7,"A855200218200","302","Engenharia Civil",3,0,0,0,0,0,0
2021,"2. Semestre","D320199","14",2,"A512642218320","302","Engenharia Civil",0,1,0,0,0,0,0
2021,"2. Semestre","D320199","14",2,"A893683855461","302","Engenharia Civil",0,1,0,0,0,0,0
2021,"2. Semestre","D320199","14",2,"A380683888642","302","Engenharia Civil",0,1,0,0,0,0,0
2021,"2. Semestre","D320199","14",2,"A148855320200","302","Engenharia Civil",0,1,0,0,0,0,0
2021,"2. Semestre","D320199","14",38,"A512642218320","302","Engenharia Civil",0,0,16,0,0,0,0
2021,"2. Semestre","D320199","14",38,"A893683855461","302","Engenharia Civil",0,0,16,0,0,0,0
2021,"2. Semestre","D320199","14",38,"A380683888642","302","Engenharia Civil",0,0,16,0,0,0,0
2021,"2. Semestre","D320199","14",38,"A148855320200","302","Engenharia Civil",0,0,16,0,0,0,0
2021,"2. Semestre","D320199","14",38,"A855200218200","302","Engenharia Civil",0,0,16,0,0,0,0
2021,"2. Semestre","D320199","15",27,"A855200218200","310","Curso Engenharia de Controle e Automação",0,0,16,0,0,0,0
2021,"2. Semestre","D320199","15",2,"A512642218320","310","Curso Engenharia de Controle e Automação",1,0,0,0,0,0,0
2021,"2. Semestre","D320199","15",2,"A893683855461","310","Curso Engenharia de Controle e Automação",1,0,0,0,0,0,0
2021,"2. Semestre","D320199","15",2,"A380683888642","310","Curso Engenharia de Controle e Automação",1,0,0,0,0,0,0
2021,"2. Semestre","D320199","15",2,"A148855320200","310","Curso Engenharia de Controle e Automação",1,0,0,0,0,0,0
2021,"2. Semestre","D320199","15",2,"A855200218200","310","Curso Engenharia de Controle e Automação",1,0,0,0,0,0,0
2021,"2. Semestre","D320199","15",1,"A512642218320","310","Curso Engenharia de Controle e Automação",0,0,0,0,0,1,0
2021,"2. Semestre","D320199","15",1,"A893683855461","310","Curso Engenharia de Controle e Automação",0,0,0,0,0,1,0
2021,"2. Semestre","D320199","15",1,"A380683888642","310","Curso Engenharia de Controle e Automação",0,0,0,0,0,1,0
2021,"2. Semestre","D320199","15",1,"A148855320200","310","Curso Engenharia de Controle e Automação",0,0,0,0,0,1,0
2021,"2. Semestre","D320199","15",1,"A855200218200","310","Curso Engenharia de Controle e Automação",0,0,0,0,0,1,0
2021,"2. Semestre","D320199","15",3,"A512642218320","310","Curso Engenharia de Controle e Automação",0,2,0,0,0,0,0
2021,"2. Semestre","D320199","15",3,"A893683855461","310","Curso Engenharia de Controle e Automação",0,2,0,0,0,0,0
2021,"2. Semestre","D320199","15",3,"A380683888642","310","Curso Engenharia de Controle e Automação",0,2,0,0,0,0,0
2021,"2. Semestre","D320199","15",3,"A148855320200","310","Curso Engenharia de Controle e Automação",0,2,0,0,0,0,0
2021,"2. Semestre","D320199","15",3,"A855200218200","310","Curso Engenharia de Controle e Automação",0,2,0,0,0,0,0
2021,"2. Semestre","D320199","15",1,"A512642218320","310","Curso Engenharia de Controle e Automação",0,0,0,0,1,0,0
2021,"2. Semestre","D320199","15",1,"A893683855461","310","Curso Engenharia de Controle e Automação",0,0,0,0,1,0,0
2021,"2. Semestre","D320199","15",1,"A380683888642","310","Curso Engenharia de Controle e Automação",0,0,0,0,1,0,0
2021,"2. Semestre","D320199","15",1,"A148855320200","310","Curso Engenharia de Controle e Automação",0,0,0,0,1,0,0
2021,"2. Semestre","D320199","15",1,"A855200218200","310","Curso Engenharia de Controle e Automação",0,0,0,0,1,0,0
2021,"2. Semestre","D320199","15",27,"A512642218320","310","Curso Engenharia de Controle e Automação",0,0,16,0,0,0,0
2021,"2. Semestre","D320199","15",27,"A893683855461","310","Curso Engenharia de Controle e Automação",0,0,16,0,0,0,0
2021,"2. Semestre","D320199","15",27,"A380683888642","310","Curso Engenharia de Controle e Automação",0,0,16,0,0,0,0
2021,"2. Semestre","D320199","15",27,"A148855320200","310","Curso Engenharia de Controle e Automação",0,0,16,0,0,0,0
2021,"2. Semestre","D320199","16",5,"A512642218320","314","Bacharelado em Sistemas de Informação",3,0,0,0,0,0,0
2021,"2. Semestre","D320199","16",5,"A893683855461","314","Bacharelado em Sistemas de Informação",3,0,0,0,0,0,0
2021,"2. Semestre","D320199","16",5,"A380683888642","314","Bacharelado em Sistemas de Informação",3,0,0,0,0,0,0
2021,"2. Semestre","D320199","16",5,"A148855320200","314","Bacharelado em Sistemas de Informação",3,0,0,0,0,0,0
2021,"2. Semestre","D320199","16",5,"A855200218200","314","Bacharelado em Sistemas de Informação",3,0,0,0,0,0,0
2021,"2. Semestre","D320199","16",3,"A512642218320","314","Bacharelado em Sistemas de Informação",0,2,0,0,0,0,0
2021,"2. Semestre","D320199","16",3,"A893683855461","314","Bacharelado em Sistemas de Informação",0,2,0,0,0,0,0
2021,"2. Semestre","D320199","16",3,"A380683888642","314","Bacharelado em Sistemas de Informação",0,2,0,0,0,0,0
2021,"2. Semestre","D320199","16",3,"A148855320200","314","Bacharelado em Sistemas de Informação",0,2,0,0,0,0,0
2021,"2. Semestre","D320199","16",3,"A855200218200","314","Bacharelado em Sistemas de Informação",0,2,0,0,0,0,0
2021,"2. Semestre","D320199","16",1,"A512642218320","314","Bacharelado em Sistemas de Informação",0,0,0,0,1,0,0
2021,"2. Semestre","D320199","16",1,"A893683855461","314","Bacharelado em Sistemas de Informação",0,0,0,0,1,0,0
2021,"2. Semestre","D320199","16",1,"A380683888642","314","Bacharelado em Sistemas de Informação",0,0,0,0,1,0,0
2021,"2. Semestre","D320199","16",1,"A148855320200","314","Bacharelado em Sistemas de Informação",0,0,0,0,1,0,0
2021,"2. Semestre","D320199","16",1,"A855200218200","314","Bacharelado em Sistemas de Informação",0,0,0,0,1,0,0
2021,"2. Semestre","D320199","16",24,"A512642218320","314","Bacharelado em Sistemas de Informação",0,0,15,0,0,0,0
2021,"2. Semestre","D320199","16",24,"A893683855461","314","Bacharelado em Sistemas de Informação",0,0,15,0,0,0,0
2021,"2. Semestre","D320199","16",24,"A380683888642","314","Bacharelado em Sistemas de Informação",0,0,15,0,0,0,0
2021,"2. Semestre","D320199","16",24,"A148855320200","314","Bacharelado em Sistemas de Informação",0,0,15,0,0,0,0
2021,"2. Semestre","D320199","16",24,"A855200218200","314","Bacharelado em Sistemas de Informação",0,0,15,0,0,0,0
2021,"2. Semestre","D320199","17",18,"A394200218642","305","Engenharia Química",56,6,22,0,6,9,0
2021,"2. Semestre","D320199","18",10,"A218148855402","311","Curso de Engenharia Acústica",26,0,67,0,3,5,0
2021,"2. Semestre","D320199","19",12,"A642946200380","402","Engenharia Florestal",40,3,53,3,0,0,0
2021,"2. Semestre","D320199","20",3,"A292200218320","309","Curso de Engenharia Sanitária e Ambiental",9,3,82,0,3,3,0
2021,"2. Semestre","D320199","T50REA",13,"A292200218320","305","Engenharia Química",59,0,41,0,0,0,0
2021,"2. Semestre","D320199","T50REA",1,"A292200218320","315","Curso de Engenharia Aeroespacial",33,0,67,0,0,0,0
2022,"1. Semestre","D320199","10",9,"A380683888642","303","Engenharia Elétrica",17,2,48,2,2,4,25
2022,"1. Semestre","D320199","11",3,"A681200461218","110","Química Industrial",14,0,57,10,0,5,14
2022,"1. Semestre","D320199","11",1,"A681200461218","133","Química - Bacharelado",5,0,50,10,0,10,25
2022,"1. Semestre","D320199","12",20,"AP681402512218","304","Engenharia Mecânica",47,0,49,0,0,5,0
2022,"1. Semestre","D320199","13",21,"A946200380642","307","Ciência da Computação - Bacharelado",46,2,30,0,0,2,20
2022,"1. Semestre","D320199","14",4,"A380200380642","302","Engenharia Civil",82,2,8,0,0,2,6
2022,"1. Semestre","D320199","15",28,"A642946200380","315","Curso de Engenharia Aeroespacial",53,4,21,2,0,11,9
2022,"1. Semestre","D320199","16",4,"A888402148380","316","Curso de Engenharia de Telecomunicações",4,0,0,0,0,0,0
2022,"1. Semestre","D320199","16",4,"AP681402512218","316","Curso de Engenharia de Telecomunicações",4,0,0,0,0,0,0
2022,"1. Semestre","D320199","16",9,"A888402148380","316","Curso de Engenharia de Telecomunicações",0,0,0,0,0,9,0
2022,"1. Semestre","D320199","16",9,"AP681402512218","316","Curso de Engenharia de Telecomunicações",0,0,0,0,0,9,0
2022,"1. Semestre","D320199","16",1,"A888402148380","316","Curso de Engenharia de Telecomunicações",0,1,0,0,0,0,0
2022,"1. Semestre","D320199","16",1,"AP681402512218","316","Curso de Engenharia de Telecomunicações",0,1,0,0,0,0,0
2022,"1. Semestre","D320199","16",2,"A888402148380","316","Curso de Engenharia de Telecomunicações",0,0,0,0,2,0,0
2022,"1. Semestre","D320199","16",2,"AP681402512218","316","Curso de Engenharia de Telecomunicações",0,0,0,0,2,0,0
2022,"1. Semestre","D320199","16",9,"A888402148380","316","Curso de Engenharia de Telecomunicações",0,0,0,0,0,0,9
2022,"1. Semestre","D320199","16",9,"AP681402512218","316","Curso de Engenharia de Telecomunicações",0,0,0,0,0,0,9
2022,"1. Semestre","D320199","16",26,"A888402148380","316","Curso de Engenharia de Telecomunicações",0,0,25,0,0,0,0
2022,"1. Semestre","D320199","16",26,"AP681402512218","316","Curso de Engenharia de Telecomunicações",0,0,25,0,0,0,0
2022,"1. Semestre","D320199","17",23,"AP681402512218","305","Engenharia Química",29,0,0,0,0,0,0
2022,"1. Semestre","D320199","17",23,"A218148855402","305","Engenharia Química",29,0,0,0,0,0,0
2022,"1. Semestre","D320199","17",1,"AP681402512218","305","Engenharia Química",0,0,0,0,0,1,0
2022,"1. Semestre","D320199","17",1,"A218148855402","305","Engenharia Química",0,0,0,0,0,1,0
2022,"1. Semestre","D320199","17",1,"AP681402512218","305","Engenharia Química",0,1,0,0,0,0,0
2022,"1. Semestre","D320199","17",1,"A218148855402","305","Engenharia Química",0,1,0,0,0,0,0
2022,"1. Semestre","D320199","17",5,"AP681402512218","305","Engenharia Química",0,0,0,0,0,0,6
2022,"1. Semestre","D320199","17",5,"A218148855402","305","Engenharia Química",0,0,0,0,0,0,6
2022,"1. Semestre","D320199","17",9,"AP681402512218","305","Engenharia Química",0,0,12,0,0,0,0
2022,"1. Semestre","D320199","17",9,"A218148855402","305","Engenharia Química",0,0,12,0,0,0,0
2022,"1. Semestre","D320199","18",21,"AP806642512402","109","Química - Licenciatura",30,0,64,0,0,6,0
2022,"1. Semestre","D320199","19",13,"A642946200380","402","Engenharia Florestal",35,0,32,3,0,8,22
2022,"1. Semestre","D320199","20",17,"AP806642512402","123","Física - Bacharelado",57,0,40,0,3,0,0
