Ano,Semestre,Cód. Disciplina,Cód. Turma,Professor,Cód. Curso,Curso,Porcentagem de Aprovado,Porcentagem de Dispensado,Porcentagem de Reprovado,Porcentagem de Tr.Parcial,Porcentagem de Não Concl.,Porcentagem de CancMatric,Porcentagem de Repr.Freq,Alunos
2021,2. Semestre,D320200,12,B461200642855,302.0,Engenharia Civil,10.0,0.0,23.0,0.0,0.0,0.0,0.0,45.0
2021,2. Semestre,D320200,13,B888642512642,303.0,Engenharia Elétrica,56.0,0.0,44.0,0.0,0.0,0.0,0.0,45.0
2021,2. Semestre,D320200,14,B200380461148,304.0,Engenharia Mecânica,11.0,0.0,21.0,1.0,0.0,0.0,0.0,38.0
2021,2. Semestre,D320200,14,B292200218320,304.0,Engenharia Mecânica,11.0,0.0,21.0,1.0,0.0,0.0,0.0,38.0
2021,2. Semestre,D320200,14,B461200642855,304.0,Engenharia Mecânica,11.0,0.0,21.0,1.0,0.0,0.0,0.0,38.0
2021,2. Semestre,D320200,15,B806642512402,109.0,Química - Licenciatura,62.0,0.0,34.0,3.0,0.0,0.0,0.0,29.0
2021,2. Semestre,D320200,16,B200380461148,316.0,Curso de Engenharia de Telecomunicações,8.0,0.0,22.0,3.0,1.0,0.0,0.0,49.0
2021,2. Semestre,D320200,16,B292200218320,316.0,Curso de Engenharia de Telecomunicações,8.0,0.0,22.0,3.0,1.0,0.0,0.0,49.0
2021,2. Semestre,D320200,16,B461200642855,316.0,Curso de Engenharia de Telecomunicações,8.0,0.0,22.0,3.0,1.0,0.0,0.0,49.0
2021,2. Semestre,D320200,17,B888642512642,305.0,Engenharia Química,64.0,0.0,33.0,3.0,0.0,0.0,0.0,39.0
2021,2. Semestre,D320200,T50REA,B200380461148,305.0,Engenharia Química,100.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
